chr	nc_accession	gene	gene_id	ccds_id	ccds_status	cds_strand	match_type	aa_length
chr10	NC_000010.11	ENKUR	219670	CCDS73075.1	Public	-	Identical	-1
chr10	NC_000010.11	ABI1	10006	CCDS73077.1	Public	-	Identical	-1
chr10	NC_000010.11	ABI1	10006	CCDS73078.1	Public	-	Identical	-1
chr10	NC_000010.11	ACBD5	91452	CCDS73079.1	Public	-	Identical	-1
chr10	NC_000010.11	RAB18	22931	CCDS73080.1	Withdrawn, inconsistent annotation	+		-1
chr10	NC_000010.11	RAB18	22931	CCDS73081.1	Public	+	Identical	-1
chr10	NC_000010.11	ARHGAP12	94134	CCDS73082.1	Public	-	Identical	-1
chr10	NC_000010.11	EPC1	80314	CCDS73083.1	Public	-	Identical	-1
chr10	NC_000010.11	CUL2	8453	CCDS73086.1	Public	-	Identical	-1
chr10	NC_000010.11	ZNF248	57209	CCDS73087.1	Public	-	Identical	-1
chr10	NC_000010.11	ZNF33A	7581	CCDS73088.1	Public	+	Identical	-1
chr10	NC_000010.11	ZNF33A	7581	CCDS73089.1	Public	+	Identical	-1
chr10	NC_000010.11	LINC02881	100130539	CCDS73090.1	Withdrawn	+	Identical	-1
chr10	NC_000010.11	TIMM23	100287932	CCDS73091.1	Public	+	Identical	-1
chr10	NC_000010.11	NCOA4	8031	CCDS73092.1	Public	-	Identical	-1
chr10	NC_000010.11	NCOA4	8031	CCDS73093.1	Public	-	Identical	-1
chr10	NC_000010.11	NCOA4	8031	CCDS73094.1	Public	-	Identical	-1
chr10	NC_000010.11	MSMB	4477	CCDS73095.1	Public	-	Identical	-1
chr10	NC_000010.11	MSMB	4477	CCDS73096.1	Public	-	Identical	-1
chr10	NC_000010.11	ANXA8L1	728113	CCDS73097.1	Public	+	Identical	-1
chr10	NC_000010.11	ANXA8L1	728113	CCDS73098.1	Public	+	Identical	-1
chr10	NC_000010.11	ANXA8L1	728113	CCDS73099.1	Public	+	Identical	-1
chr10	NC_000010.11	NPY4R	5540	CCDS73100.1	Public	-	Identical	-1
chr10	NC_000010.11	GPRIN2	9721	CCDS73101.1	Public	-	Identical	-1
chr10	NC_000010.11	SYT15	83849	CCDS73103.1	Public	+	Identical	-1
chr10	NC_000010.11	SYT15	83849	CCDS73104.1	Public	+	Identical	-1
chr10	NC_000010.11	PTPN20	26095	CCDS73105.1	Public	+	Identical	-1
chr10	NC_000010.11	PTPN20	26095	CCDS73106.1	Public	+	Identical	-1
chr10	NC_000010.11	PTPN20	26095	CCDS73107.1	Public	+	Identical	-1
chr10	NC_000010.11	PTPN20	26095	CCDS73108.1	Public	+	Identical	-1
chr10	NC_000010.11	PTPN20	26095	CCDS73109.1	Public	+	Identical	-1
chr10	NC_000010.11	PTPN20	26095	CCDS73110.1	Public	+	Identical	-1
chr10	NC_000010.11	PTPN20	26095	CCDS73111.1	Public	+	Identical	-1
chr10	NC_000010.11	PTPN20	26095	CCDS73114.1	Public	+	Identical	-1
chr10	NC_000010.11	PTPN20	26095	CCDS73115.1	Public	+	Identical	-1
chr10	NC_000010.11	PTPN20	26095	CCDS73116.1	Public	+	Identical	-1
chr10	NC_000010.11	GDF10	2662	CCDS73117.1	Public	+	Identical	-1
chr10	NC_000010.11	GDF2	2658	CCDS73118.1	Public	+	Identical	-1
chr10	NC_000010.11	RBP3	5949	CCDS73119.1	Public	+	Identical	-1
chr10	NC_000010.11	ZNF488	118738	CCDS73120.1	Public	-	Identical	-1
chr10	NC_000010.11	ANXA8	653145	CCDS73121.1	Public	-	Identical	-1
chr10	NC_000010.11	ANXA8	653145	CCDS73122.1	Public	-	Identical	-1
chr10	NC_000010.11	ANXA8	653145	CCDS73123.1	Public	-	Identical	-1
chr10	NC_000010.11	FAM25G	100133093	CCDS73124.1	Public	-	Identical	-1
chr10	NC_000010.11	AGAP9	642517	CCDS73125.1	Public	-	Identical	-1
chr10	NC_000010.11	TMEM273	170371	CCDS73128.1	Public	-	Identical	-1
chr10	NC_000010.11	PARG	8505	CCDS73130.1	Public	-	Identical	-1
chr10	NC_000010.11	TIMM23B	100652748	CCDS73131.1	Public	+	Identical	-1
chr10	NC_000010.11	A1CF	29974	CCDS73133.1	Public	-	Identical	-1
chr10	NC_000010.11	PCDH15	65217	CCDS73134.1	Public	-	Identical	-1
chr10	NC_000010.11	PCDH15	65217	CCDS73135.1	Public	-	Identical	-1
chr10	NC_000010.11	PCDH15	65217	CCDS73136.1	Public	-	Identical	-1
chr10	NC_000010.11	PCDH15	65217	CCDS73137.1	Public	-	Identical	-1
chr10	NC_000010.11	PCDH15	65217	CCDS73138.1	Public	-	Identical	-1
chr10	NC_000010.11	UBE2D1	7321	CCDS73139.1	Public	+	Identical	-1
chr10	NC_000010.11	RTKN2	219790	CCDS73140.1	Public	-	Identical	-1
chr10	NC_000010.11	MYPN	84665	CCDS73142.1	Withdrawn	+	Identical	-1
chr10	NC_000010.11	DDX21	9188	CCDS73144.1	Public	+	Identical	-1
chr10	NC_000010.11	LRRC20	55222	CCDS73145.1	Public	-	Identical	-1
chr10	NC_000010.11	CDH23	64072	CCDS73146.1	Public	+	Identical	-1
chr10	NC_000010.11	ANAPC16	119504	CCDS73147.1	Public	+	Identical	-1
chr10	NC_000010.11	NUDT13	25961	CCDS73148.1	Public	+	Identical	-1
chr10	NC_000010.11	CAMK2G	818	CCDS73153.1	Public	-	Identical	-1
chr10	NC_000010.11	KCNMA1	3778	CCDS73156.1	Public	-	Identical	-1
chr10	NC_000010.11	TMEM254	80195	CCDS73157.1	Public	+	Identical	-1
chr10	NC_000010.11	CCSER2	54462	CCDS73159.1	Public	+	Identical	-1
chr10	NC_000010.11	LIPA	3988	CCDS73160.1	Public	-	Identical	-1
chr10	NC_000010.11	HELLS	3070	CCDS73162.1	Public	+	Identical	-1
chr10	NC_000010.11	HELLS	3070	CCDS73163.1	Public	+	Identical	-1
chr10	NC_000010.11	HELLS	3070	CCDS73164.1	Withdrawn, inconsistent annotation	+		-1
chr10	NC_000010.11	HELLS	3070	CCDS73165.1	Withdrawn, inconsistent annotation	+		-1
chr10	NC_000010.11	CYP2C8	1558	CCDS73166.1	Public	-	Identical	-1
chr10	NC_000010.11	SORBS1	10580	CCDS73169.1	Public	-	Identical	-1
chr10	NC_000010.11	ZNF518A	9849	CCDS73170.1	Public	+	Identical	-1
chr10	NC_000010.11	BLNK	29760	CCDS73171.1	Public	-	Identical	-1
chr10	NC_000010.11	OPALIN	93377	CCDS73172.1	Public	-	Identical	-1
chr10	NC_000010.11	OPALIN	93377	CCDS73173.1	Public	-	Identical	-1
chr10	NC_000010.11	ARHGAP19	84986	CCDS73175.1	Public	-	Identical	-1
chr10	NC_000010.11	ZDHHC16	84287	CCDS73176.1	Public	+	Identical	-1
chr10	NC_000010.11	MMS19	64210	CCDS73177.1	Public	-	Identical	-1
chr10	NC_000010.11	R3HCC1L	27291	CCDS73178.1	Public	+	Identical	-1
chr10	NC_000010.11	BLOC1S2	282991	CCDS73179.1	Public	-	Identical	-1
chr10	NC_000010.11	PDZD7	79955	CCDS73182.1	Public	-	Identical	-1
chr10	NC_000010.11	BTRC	8945	CCDS73183.1	Public	+	Identical	-1
chr10	NC_000010.11	FGF8	2253	CCDS73185.1	Public	-	Identical	-1
chr10	NC_000010.11	PPRC1	23082	CCDS73186.1	Public	+	Identical	-1
chr10	NC_000010.11	PSD	5662	CCDS73187.1	Public	-	Identical	-1
chr10	NC_000010.11	TCF7L2	6934	CCDS73196.1	Public	+	Identical	-1
chr10	NC_000010.11	TCF7L2	6934	CCDS73197.1	Public	+	Identical	-1
chr10	NC_000010.11	TCF7L2	6934	CCDS73198.1	Public	+	Identical	-1
chr10	NC_000010.11	NRAP	4892	CCDS73199.1	Public	-	Identical	-1
chr10	NC_000010.11	CASP7	840	CCDS73200.1	Public	+	Identical	-1
chr10	NC_000010.11	ATRNL1	26033	CCDS73204.1	Public	+	Identical	-1
chr10	NC_000010.11	ENO4	387712	CCDS73206.1	Public	+	Identical	-1
chr10	NC_000010.11	SHTN1	57698	CCDS73207.1	Public	-	Identical	-1
chr10	NC_000010.11	SHTN1	57698	CCDS73208.1	Public	-	Identical	-1
chr10	NC_000010.11	FGFR2	2263	CCDS73210.1	Public	-	Identical	-1
chr10	NC_000010.11	ATE1	11101	CCDS73211.1	Withdrawn	-	Identical	-1
chr10	NC_000010.11	ATE1	11101	CCDS73212.1	Withdrawn	-	Identical	-1
chr10	NC_000010.11	ATE1	11101	CCDS73213.1	Public	-	Identical	-1
chr10	NC_000010.11	DOCK1	1793	CCDS73222.1	Public	+	Identical	-1
chr10	NC_000010.11	PPP2R2D	55844	CCDS73224.1	Public	+	Identical	-1
chr11	NC_000011.10	TMEM80	283232	CCDS73231.2	Public	+	Identical	-1
chr11	NC_000011.10	PANO1	101927423	CCDS73233.1	Withdrawn	+	Identical	-1
chr11	NC_000011.10	AP2A2	161	CCDS73234.1	Public	+	Identical	-1
chr11	NC_000011.10	CD81	975	CCDS73240.1	Public	+	Identical	-1
chr11	NC_000011.10	TSSC4	10078	CCDS73241.1	Public	+	Identical	-1
chr11	NC_000011.10	ART5	116969	CCDS73242.1	Public	-	Identical	-1
chr11	NC_000011.10	PGAP2	27315	CCDS73244.1	Under review, update	+	Identical	-1
chr11	NC_000011.10	PGAP2	27315	CCDS73245.1	Public	+	Identical	-1
chr11	NC_000011.10	STIM1	6786	CCDS73247.1	Public	+	Identical	-1
chr11	NC_000011.10	OR56A5	390084	CCDS73248.1	Public	-	Identical	-1
chr11	NC_000011.10	ARFIP2	23647	CCDS73250.1	Public	-	Identical	-1
chr11	NC_000011.10	OVCH2	341277	CCDS73251.1	Public	-	Identical	-1
chr11	NC_000011.10	STK33	65975	CCDS73253.1	Public	-	Identical	-1
chr11	NC_000011.10	STK33	65975	CCDS73254.1	Public	-	Identical	-1
chr11	NC_000011.10	SWAP70	23075	CCDS73257.1	Public	+	Identical	-1
chr11	NC_000011.10	BMAL1	406	CCDS73259.1	Public	+	Identical	-1
chr11	NC_000011.10	BTBD10	84280	CCDS73261.1	Public	-	Identical	-1
chr11	NC_000011.10	SPON1	10418	CCDS73262.1	Public	+	Identical	-1
chr11	NC_000011.10	ABCC8	6833	CCDS73264.1	Public	-	Identical	-1
chr11	NC_000011.10	USH1C	10083	CCDS73265.1	Public	-	Identical	-1
chr11	NC_000011.10	UEVLD	55293	CCDS73266.1	Public	-	Identical	-1
chr11	NC_000011.10	NELL1	4745	CCDS73267.1	Public	+	Identical	-1
chr11	NC_000011.10	NELL1	4745	CCDS73268.1	Public	+	Identical	-1
chr11	NC_000011.10	METTL15	196074	CCDS73269.1	Public	+	Identical	-1
chr11	NC_000011.10	DCDC1	341019	CCDS73270.1	Public	-	Identical	-1
chr11	NC_000011.10	ELP4	26610	CCDS73271.1	Public	+	Identical	-1
chr11	NC_000011.10	ELP4	26610	CCDS73272.1	Public	+	Identical	-1
chr11	NC_000011.10	ELF5	2001	CCDS73273.1	Public	-	Identical	-1
chr11	NC_000011.10	C11orf96	387763	CCDS73275.1	Public	+	Identical	-1
chr11	NC_000011.10	PRDM11	56981	CCDS73277.1	Public	+	Identical	-1
chr11	NC_000011.10	AMBRA1	55626	CCDS73281.1	Public	-	Identical	-1
chr11	NC_000011.10	ARFGAP2	84364	CCDS73283.1	Public	-	Identical	-1
chr11	NC_000011.10	DDB2	1643	CCDS73284.1	Public	+	Identical	-1
chr11	NC_000011.10	NR1H3	10062	CCDS73285.1	Public	+	Identical	-1
chr11	NC_000011.10	TRIM64C	646754	CCDS73287.1	Public	-	Identical	-1
chr11	NC_000011.10	OR4C46	119749	CCDS73288.1	Public	-	Identical	-1
chr11	NC_000011.10	OR4A5	81318	CCDS73289.1	Public	+	Identical	-1
chr11	NC_000011.10	CTNND1	1500	CCDS73290.1	Public	+	Identical	-1
chr11	NC_000011.10	MS4A2	2206	CCDS73292.1	Public	+	Identical	-1
chr11	NC_000011.10	MS4A14	84689	CCDS73295.1	Public	+	Identical	-1
chr11	NC_000011.10	CYB561A3	220002	CCDS73296.1	Public	-	Identical	-1
chr11	NC_000011.10	SYT7	9066	CCDS73298.1	Public	-	Identical	-1
chr11	NC_000011.10	C11orf98	102288414	CCDS73306.1	Public	-	Identical	-1
chr11	NC_000011.10	UBXN1	51035	CCDS73307.1	Public	-	Identical	-1
chr11	NC_000011.10	SLC22A24	283238	CCDS73308.1	Public	-	Identical	-1
chr11	NC_000011.10	ATL3	25923	CCDS73309.1	Public	-	Identical	-1
chr11	NC_000011.10	NAA40	79829	CCDS73311.1	Public	+	Identical	-1
chr11	NC_000011.10	TRMT112	51504	CCDS73312.1	Withdrawn, inconsistent annotation	-		-1
chr11	NC_000011.10	RPS6KA4	8986	CCDS73313.1	Public	+	Identical	-1
chr11	NC_000011.10	EHD1	10938	CCDS73315.1	Public	-	Identical	-1
chr11	NC_000011.10	MAJIN	283129	CCDS73316.1	Public	-	Identical	-1
chr11	NC_000011.10	BATF2	116071	CCDS73317.1	Public	-	Identical	-1
chr11	NC_000011.10	FRMD8	83786	CCDS73320.1	Public	+	Identical	-1
chr11	NC_000011.10	RELA	5970	CCDS73322.1	Public	-	Identical	-1
chr11	NC_000011.10	FOSL1	8061	CCDS73324.1	Public	-	Identical	-1
chr11	NC_000011.10	YIF1A	10897	CCDS73325.1	Public	-	Identical	-1
chr11	NC_000011.10	SLC29A2	3177	CCDS73326.1	Public	-	Identical	-1
chr11	NC_000011.10	PELI3	246330	CCDS73328.1	Public	+	Identical	-1
chr11	NC_000011.10	RHOD	29984	CCDS73330.1	Public	+	Identical	-1
chr11	NC_000011.10	CABP4	57010	CCDS73333.1	Public	+	Identical	-1
chr11	NC_000011.10	UNC93B1	81622	CCDS73334.1	Public	-	Identical	-1
chr11	NC_000011.10	ALDH3B1	221	CCDS73335.1	Public	+	Identical	-1
chr11	NC_000011.10	ALDH3B1	221	CCDS73336.1	Public	+	Identical	-1
chr11	NC_000011.10	C11orf24	53838	CCDS73338.1	Public	-	Identical	-1
chr11	NC_000011.10	MYEOV	26579	CCDS73340.1	Public	+	Identical	-1
chr11	NC_000011.10	RNF121	55298	CCDS73343.1	Public	+	Identical	-1
chr11	NC_000011.10	FOLR3	2352	CCDS73344.1	Public	+	Identical	-1
chr11	NC_000011.10	PDE2A	5138	CCDS73345.1	Public	-	Identical	-1
chr11	NC_000011.10	FAM168A	23201	CCDS73346.1	Public	-	Identical	-1
chr11	NC_000011.10	P4HA3	283208	CCDS73347.1	Public	-	Identical	-1
chr11	NC_000011.10	GVQW3	100506127	CCDS73348.1	Public	+	Identical	-1
chr11	NC_000011.10	EMSY	56946	CCDS73349.1	Public	+	Identical	-1
chr11	NC_000011.10	EMSY	56946	CCDS73350.1	Public	+	Identical	-1
chr11	NC_000011.10	EMSY	56946	CCDS73351.1	Public	+	Identical	-1
chr11	NC_000011.10	ACER3	55331	CCDS73352.1	Public	+	Identical	-1
chr11	NC_000011.10	NDUFC2-KCTD14	100532726	CCDS73353.1	Withdrawn	-	Identical	-1
chr11	NC_000011.10	NDUFC2-KCTD14	100532726	CCDS73354.1	Withdrawn	-	Identical	-1
chr11	NC_000011.10	ANKRD42	338699	CCDS73355.1	Public	+	Identical	-1
chr11	NC_000011.10	ANKRD42	338699	CCDS73356.1	Public	+	Identical	-1
chr11	NC_000011.10	DLG2	1740	CCDS73357.1	Public	-	Identical	-1
chr11	NC_000011.10	NOX4	50507	CCDS73361.1	Public	-	Identical	-1
chr11	NC_000011.10	NOX4	50507	CCDS73362.1	Public	-	Identical	-1
chr11	NC_000011.10	TRIM64	120146	CCDS73363.1	Public	+	Identical	-1
chr11	NC_000011.10	NAALAD2	10003	CCDS73364.1	Public	+	Identical	-1
chr11	NC_000011.10	BKGD	28970	CCDS73365.1	Public	+	Identical	-1
chr11	NC_000011.10	BKGD	28970	CCDS73366.1	Public	+	Identical	-1
chr11	NC_000011.10	AMOTL1	154810	CCDS73368.1	Public	+	Identical	-1
chr11	NC_000011.10	CWC15	51503	CCDS73369.1	Public	-	Identical	-1
chr11	NC_000011.10	SRSF8	10929	CCDS73370.1	Public	+	Identical	-1
chr11	NC_000011.10	YAP1	10413	CCDS73373.1	Public	+	Identical	-1
chr11	NC_000011.10	YAP1	10413	CCDS73374.1	Public	+	Identical	-1
chr11	NC_000011.10	MMP12	4321	CCDS73375.1	Public	-	Identical	-1
chr11	NC_000011.10	POU2AF3	120376	CCDS73378.1	Public	+	Identical	-1
chr11	NC_000011.10	ALG9	79796	CCDS73379.1	Public	-	Identical	-1
chr11	NC_000011.10	ALG9	79796	CCDS73380.1	Public	-	Identical	-1
chr11	NC_000011.10	DIXDC1	85458	CCDS73381.1	Public	+	Identical	-1
chr11	NC_000011.10	DIXDC1	85458	CCDS73382.1	Public	+	Identical	-1
chr11	NC_000011.10	NKAPD1	55216	CCDS73383.1	Public	+	Identical	-1
chr11	NC_000011.10	NCAM1	4684	CCDS73384.1	Public	+	Identical	-1
chr11	NC_000011.10	NCAM1	4684	CCDS73385.1	Public	+	Identical	-1
chr11	NC_000011.10	NCAM1	4684	CCDS73386.1	Public	+	Identical	-1
chr11	NC_000011.10	NCAM1	4684	CCDS73387.1	Public	+	Identical	-1
chr11	NC_000011.10	NCAM1	4684	CCDS73388.1	Public	+	Identical	-1
chr11	NC_000011.10	TMPRSS5	80975	CCDS73390.1	Public	-	Identical	-1
chr11	NC_000011.10	TMPRSS5	80975	CCDS73391.1	Public	-	Identical	-1
chr11	NC_000011.10	TMPRSS5	80975	CCDS73392.1	Public	-	Identical	-1
chr11	NC_000011.10	TMPRSS5	80975	CCDS73393.1	Public	-	Identical	-1
chr11	NC_000011.10	USP28	57646	CCDS73394.1	Public	-	Identical	-1
chr11	NC_000011.10	RBM7	10179	CCDS73395.1	Public	+	Identical	-1
chr11	NC_000011.10	CADM1	23705	CCDS73397.1	Public	-	Identical	-1
chr11	NC_000011.10	CADM1	23705	CCDS73398.1	Public	-	Identical	-1
chr11	NC_000011.10	CADM1	23705	CCDS73399.1	Public	-	Identical	-1
chr11	NC_000011.10	FXYD6-FXYD2	100533181	CCDS73400.1	Withdrawn	-	Identical	-1
chr11	NC_000011.10	TREH	11181	CCDS73401.1	Public	-	Identical	-1
chr11	NC_000011.10	TREH	11181	CCDS73402.1	Public	-	Identical	-1
chr11	NC_000011.10	VPS11	55823	CCDS73404.1	Public	+	Identical	-1
chr11	NC_000011.10	OR8G1	26494	CCDS73407.1	Public	+	Identical	-1
chr11	NC_000011.10	MSANTD2	79684	CCDS73408.1	Public	-	Identical	-1
chr11	NC_000011.10	ROBO4	54538	CCDS73409.1	Public	-	Identical	-1
chr11	NC_000011.10	EI24	9538	CCDS73410.1	Public	+	Identical	-1
chr11	NC_000011.10	PUS3	83480	CCDS73411.1	Public	-	Identical	-1
chr11	NC_000011.10	KIRREL3	84623	CCDS73413.1	Public	-	Identical	-1
chr11	NC_000011.10	ZBTB44	29068	CCDS73414.1	Public	-	Identical	-1
chr11	NC_000011.10	ZBTB44	29068	CCDS73415.1	Public	-	Identical	-1
chr11	NC_000011.10	SNX19	399979	CCDS73416.1	Public	-	Identical	-1
chr12	NC_000012.12	NINJ2	4815	CCDS73418.1	Public	-	Identical	-1
chr12	NC_000012.12	WNK1	65125	CCDS73419.1	Public	+	Identical	-1
chr12	NC_000012.12	VAMP1	6843	CCDS73422.1	Public	-	Identical	-1
chr12	NC_000012.12	IFFO1	25900	CCDS73425.1	Public	-	Identical	-1
chr12	NC_000012.12	GNB3	2784	CCDS73427.1	Public	+	Identical	-1
chr12	NC_000012.12	CDCA3	83461	CCDS73428.1	Public	-	Identical	-1
chr12	NC_000012.12	EMG1	10436	CCDS73430.1	Public	+	Identical	-1
chr12	NC_000012.12	C1RL	51279	CCDS73431.1	Public	-	Identical	-1
chr12	NC_000012.12	CD163L1	283316	CCDS73434.1	Public	-	Identical	-1
chr12	NC_000012.12	NANOG	79923	CCDS73436.1	Public	+	Identical	-1
chr12	NC_000012.12	MFAP5	8076	CCDS73437.1	Public	-	Identical	-1
chr12	NC_000012.12	A2ML1	144568	CCDS73439.1	Public	+	Identical	-1
chr12	NC_000012.12	M6PR	4074	CCDS73440.1	Public	-	Identical	-1
chr12	NC_000012.12	CLECL1	160365	CCDS73441.1	Withdrawn	-	Identical	-1
chr12	NC_000012.12	CLEC12A	160364	CCDS73442.1	Public	+	Identical	-1
chr12	NC_000012.12	CLEC1A	51267	CCDS73443.1	Public	-	Identical	-1
chr12	NC_000012.12	BORCS5	118426	CCDS73448.1	Public	+	Identical	-1
chr12	NC_000012.12	ATF7IP	55729	CCDS73449.1	Public	+	Identical	-1
chr12	NC_000012.12	ERP27	121506	CCDS73450.1	Public	-	Identical	-1
chr12	NC_000012.12	DERA	51071	CCDS73451.1	Public	+	Identical	-1
chr12	NC_000012.12	PIK3C2G	5288	CCDS73452.1	Public	+	Identical	-1
chr12	NC_000012.12	TMEM117	84216	CCDS73462.1	Public	+	Identical	-1
chr12	NC_000012.12	LMBR1L	55716	CCDS73466.1	Public	-	Identical	-1
chr12	NC_000012.12	LETMD1	25875	CCDS73469.1	Public	+	Identical	-1
chr12	NC_000012.12	SLC4A8	9498	CCDS73470.1	Public	+	Identical	-1
chr12	NC_000012.12	NR4A1	3164	CCDS73471.1	Public	+	Identical	-1
chr12	NC_000012.12	KRT85	3891	CCDS73472.1	Public	-	Identical	-1
chr12	NC_000012.12	KRT78	196374	CCDS73473.1	Public	-	Identical	-1
chr12	NC_000012.12	EIF4B	1975	CCDS73474.1	Public	+	Identical	-1
chr12	NC_000012.12	SP7	121340	CCDS73475.1	Public	-	Identical	-1
chr12	NC_000012.12	PDE1B	5153	CCDS73477.1	Public	+	Identical	-1
chr12	NC_000012.12	DCD	117159	CCDS73478.1	Public	-	Identical	-1
chr12	NC_000012.12	GLS2	27165	CCDS73482.1	Public	-	Identical	-1
chr12	NC_000012.12	BAZ2A	11176	CCDS73483.1	Public	-	Identical	-1
chr12	NC_000012.12	PTGES3	10728	CCDS73485.1	Public	-	Identical	-1
chr12	NC_000012.12	DCTN2	10540	CCDS73489.1	Public	-	Identical	-1
chr12	NC_000012.12	KICS2	144577	CCDS73490.1	Public	-	Identical	-1
chr12	NC_000012.12	HMGA2	8091	CCDS73491.1	Public	+	Identical	-1
chr12	NC_000012.12	HMGA2	8091	CCDS73492.1	Public	+	Identical	-1
chr12	NC_000012.12	TMBIM4	51643	CCDS73493.1	Withdrawn	-	Identical	-1
chr12	NC_000012.12	CPSF6	11052	CCDS73494.1	Public	+	Identical	-1
chr12	NC_000012.12	YEATS4	8089	CCDS73495.1	Public	+	Identical	-1
chr12	NC_000012.12	BEST3	144453	CCDS73496.1	Public	-	Identical	-1
chr12	NC_000012.12	CAPS2	84698	CCDS73497.1	Withdrawn, inconsistent annotation	-		-1
chr12	NC_000012.12	PTPRQ	374462	CCDS73501.1	Public	+	Identical	-1
chr12	NC_000012.12	PPFIA2	8499	CCDS73503.1	Public	-	Identical	-1
chr12	NC_000012.12	NUDT4	11163	CCDS73504.1	Public	+	Identical	-1
chr12	NC_000012.12	TMCC3	57458	CCDS73506.1	Public	-	Identical	-1
chr12	NC_000012.12	ARL1	400	CCDS73510.1	Public	-	Identical	-1
chr12	NC_000012.12	WASHC3	51019	CCDS73512.1	Public	-	Identical	-1
chr12	NC_000012.12	WASHC4	23325	CCDS73514.1	Public	+	Identical	-1
chr12	NC_000012.12	ISCU	23479	CCDS73518.1	Public	+	Identical	-1
chr12	NC_000012.12	SVOP	55530	CCDS73520.1	Public	-	Identical	-1
chr12	NC_000012.12	MVK	4598	CCDS73522.1	Public	+	Identical	-1
chr12	NC_000012.12	VPS29	51699	CCDS73525.1	Public	-	Identical	-1
chr12	NC_000012.12	RAD9B	144715	CCDS73526.1	Public	+	Identical	-1
chr12	NC_000012.12	RAD9B	144715	CCDS73527.1	Public	+	Identical	-1
chr12	NC_000012.12	CCDC63	160762	CCDS73528.1	Public	+	Identical	-1
chr12	NC_000012.12	RASAL1	8437	CCDS73529.1	Public	-	Identical	-1
chr12	NC_000012.12	OASL	8638	CCDS73536.1	Public	-	Identical	-1
chr12	NC_000012.12	RNF34	80196	CCDS73538.1	Public	+	Identical	-1
chr12	NC_000012.12	MLXIP	22877	CCDS73540.1	Public	+	Identical	-1
chr12	NC_000012.12	DIABLO	56616	CCDS73541.1	Public	-	Identical	-1
chr12	NC_000012.12	PITPNM2	57605	CCDS73543.1	Public	-	Identical	-1
chr12	NC_000012.12	GTF2H3	2967	CCDS73544.1	Public	+	Identical	-1
chr12	NC_000012.12	RAN	5901	CCDS73546.1	Public	+	Identical	-1
chr12	NC_000012.12	LRCOL1	100507055	CCDS73547.1	Public	-	Identical	-1
chr12	NC_000012.12	P2RX2	22953	CCDS73548.1	Public	+	Identical	-1
chr12	NC_000012.12	ZNF140	7699	CCDS73550.1	Public	+	Identical	-1
chr13	NC_000013.11	ZDHHC20	253832	CCDS73551.1	Public	-	Identical	-1
chr13	NC_000013.11	SPATA13	221178	CCDS73553.1	Public	+	Identical	-1
chr13	NC_000013.11	POLR1D	51082	CCDS73555.1	Public	+	Identical	-1
chr13	NC_000013.11	FLT1	2321	CCDS73556.1	Public	-	Identical	-1
chr13	NC_000013.11	ALOX5AP	241	CCDS73558.1	Public	+	Identical	-1
chr13	NC_000013.11	HSPH1	10808	CCDS73559.1	Public	-	Identical	-1
chr13	NC_000013.11	DCLK1	9201	CCDS73561.1	Public	-	Identical	-1
chr13	NC_000013.11	TSC22D1	8848	CCDS73565.1	Public	-	Identical	-1
chr13	NC_000013.11	TPT1	7178	CCDS73566.1	Public	-	Identical	-1
chr13	NC_000013.11	CPB2	1361	CCDS73568.1	Public	-	Identical	-1
chr13	NC_000013.11	RUBCNL	80183	CCDS73569.1	Public	-	Identical	-1
chr13	NC_000013.11	RCBTB2	1102	CCDS73570.1	Public	-	Identical	-1
chr13	NC_000013.11	RCBTB2	1102	CCDS73571.1	Public	-	Identical	-1
chr13	NC_000013.11	RCBTB2	1102	CCDS73572.1	Public	-	Identical	-1
chr13	NC_000013.11	NEK3	4752	CCDS73576.1	Public	-	Identical	-1
chr13	NC_000013.11	VPS36	51028	CCDS73577.1	Public	-	Identical	-1
chr13	NC_000013.11	CKAP2	26586	CCDS73578.1	Public	+	Identical	-1
chr13	NC_000013.11	DIAPH3	81624	CCDS73579.1	Public	-	Identical	-1
chr13	NC_000013.11	DIAPH3	81624	CCDS73580.1	Public	-	Identical	-1
chr13	NC_000013.11	KLHL1	57626	CCDS73582.1	Public	-	Identical	-1
chr13	NC_000013.11	UCHL3	7347	CCDS73586.1	Public	+	Identical	-1
chr13	NC_000013.11	SLAIN1	122060	CCDS73588.1	Public	+	Identical	-1
chr13	NC_000013.11	SLAIN1	122060	CCDS73589.1	Public	+	Identical	-1
chr13	NC_000013.11	RBM26	64062	CCDS73591.1	Public	-	Identical	-1
chr13	NC_000013.11	ITGBL1	9358	CCDS73594.1	Public	+	Identical	-1
chr13	NC_000013.11	LRTM3	643677	CCDS73596.1	Public	-	Identical	-1
chr13	NC_000013.11	MYO16	23026	CCDS73598.1	Public	+	Identical	-1
chr13	NC_000013.11	TUBGCP3	10426	CCDS73599.1	Public	-	Identical	-1
chr13	NC_000013.11	F7	2155	CCDS73602.1	Public	+	Identical	-1
chr13	NC_000013.11	CUL4A	8451	CCDS73604.1	Public	+	Identical	-1
chr13	NC_000013.11	GRTP1	79774	CCDS73606.1	Public	-	Identical	-1
chr14	NC_000014.9	POTEM	641455	CCDS73609.1	Public	+	Identical	-1
chr14	NC_000014.9	POTEG	404785	CCDS73610.1	Public	-	Identical	-1
chr14	NC_000014.9	NDRG2	57447	CCDS73613.1	Public	-	Identical	-1
